-6.614252800000000043e-01,1.643424460000000087e+00,2.154680680000000237e+00,8.162528066745007582e-03,6.331305934446958272e-02
-6.612955499999999542e-01,1.643770219999999949e+00,2.153987149999999851e+00,8.392564483720161075e-03,4.938360221572449943e-02
-6.614529199999999998e-01,1.643805770000000166e+00,2.153494359999999830e+00,8.323029448518188753e-03,5.566042080604764047e-02
-6.618637700000000734e-01,1.644127239999999990e+00,2.153214030000000001e+00,7.984267244487620874e-03,4.917196414423134765e-02
-6.623466099999999468e-01,1.644407259999999926e+00,2.153287800000000196e+00,7.477938899168620583e-03,5.249155824462629211e-02
-6.628299099999999111e-01,1.644670779999999999e+00,2.153324360000000048e+00,6.989595901488161386e-03,5.243887602543130522e-02
-6.634260100000000104e-01,1.644647389999999820e+00,2.153392480000000386e+00,6.397178704913423532e-03,4.274994995995228669e-02
-6.638162200000000679e-01,1.644890379999999874e+00,2.153223050000000249e+00,6.068661874358909428e-03,5.302141141113000944e-02
-6.640424699999999403e-01,1.645396580000000109e+00,2.153273199999999665e+00,5.862886711962039116e-03,4.098005389962317696e-02
-6.643314000000000163e-01,1.645728059999999937e+00,2.153436930000000249e+00,5.581278715357076807e-03,5.850976434073279497e-02
-6.646422800000000297e-01,1.646319160000000004e+00,2.153496520000000025e+00,5.265404955404658603e-03,8.808119991109700231e-02
-6.648815000000000142e-01,1.647181360000000039e+00,2.153730480000000114e+00,4.922786759549887571e-03,7.437953275024195010e-02
-6.652094400000000407e-01,1.647931549999999801e+00,2.153836870000000125e+00,4.663298146483764103e-03,9.054088178658969976e-02
-6.656912500000000676e-01,1.648837560000000035e+00,2.153990519999999798e+00,4.083001085782315444e-03,1.016647267217751921e-01
-6.657931899999999237e-01,1.649803110000000128e+00,2.154434179999999976e+00,3.923152485004989358e-03,9.956602959908850137e-02
-6.661912700000000020e-01,1.650816080000000019e+00,2.154773419999999717e+00,3.483722081868749487e-03,1.102813715310478754e-01
-6.662934299999999643e-01,1.652037260000000174e+00,2.155082489999999851e+00,3.399358069489032044e-03,1.369625584303536814e-01
-6.661841400000000357e-01,1.653297079999999974e+00,2.155767369999999961e+00,3.572778546859578432e-03,1.108461652042473100e-01
-6.661645200000000377e-01,1.654550490000000096e+00,2.155972849999999941e+00,3.775959552087452750e-03,1.105298293187209346e-01
-6.659766099999999689e-01,1.655779229999999824e+00,2.156210760000000004e+00,3.933293244420058878e-03,1.479132164694910156e-01
-6.656117499999999465e-01,1.657274159999999830e+00,2.156420870000000267e+00,4.435274073267844383e-03,1.348869355424297256e-01
-6.653050700000000539e-01,1.658727639999999948e+00,2.156503419999999949e+00,4.772316019177646855e-03,1.245876505582252380e-01
-6.649938800000000372e-01,1.660118410000000155e+00,2.156590210000000063e+00,5.060733315301260346e-03,1.396495458017139313e-01
-6.645889799999999958e-01,1.661522769999999927e+00,2.156472210000000000e+00,5.454750489747473875e-03,1.125938445137646959e-01
-6.643308399999999780e-01,1.662786680000000183e+00,2.156500910000000104e+00,5.677538026301617337e-03,1.289067585096163870e-01
-6.640353700000000137e-01,1.664228959999999979e+00,2.156395880000000265e+00,5.910878087805769218e-03,1.345610032883504670e-01
-6.637024700000000443e-01,1.665602830000000090e+00,2.156354329999999653e+00,6.303519956555729206e-03,1.389784735667729254e-01
-6.634309499999999638e-01,1.667162489999999941e+00,2.156193200000000143e+00,6.426459425111157031e-03,1.162759626176109312e-01
-6.630809399999999521e-01,1.668554349999999964e+00,2.156043280000000006e+00,6.684307315085093008e-03,1.302561053763764409e-01
-6.627985100000000074e-01,1.669765780000000088e+00,2.156046200000000024e+00,7.019563308390305845e-03,1.037678834031443148e-01
-6.626800899999999439e-01,1.670967899999999950e+00,2.155735359999999989e+00,6.944173584502472130e-03,1.001362888706381210e-01
-6.622681900000000343e-01,1.671900630000000110e+00,2.155211009999999927e+00,7.174472572747095725e-03,1.324144556842339060e-01
-6.619171399999999039e-01,1.672871570000000085e+00,2.154480829999999791e+00,7.150369061342248291e-03,1.094907913921734088e-01
-6.616166100000000494e-01,1.673849970000000020e+00,2.153756890000000368e+00,7.274078204769393076e-03,1.151838935281104953e-01
-6.611797299999999655e-01,1.674832080000000056e+00,2.152990680000000268e+00,7.410598453141400282e-03,1.116513784445765795e-01
-6.609288799999999409e-01,1.675874029999999903e+00,2.152291690000000202e+00,7.528312074655363166e-03,7.550387402175529061e-02
-6.608078499999999744e-01,1.676535260000000083e+00,2.151871400000000101e+00,7.506196121212179752e-03,1.038648719497530931e-01
-6.607955500000000093e-01,1.677682399999999907e+00,2.151283760000000100e+00,7.435999361222392703e-03,1.146013883029426556e-01
-6.606408699999999357e-01,1.678583779999999859e+00,2.150684679999999904e+00,7.414704109787564716e-03,1.020682794660630055e-01
-6.605545800000000023e-01,1.679565569999999841e+00,2.150054729999999914e+00,7.448968932422807623e-03,9.280636044934592599e-02
-6.607929300000000561e-01,1.680389609999999978e+00,2.149426000000000059e+00,7.079387759474582535e-03,9.326912284454359769e-02
-6.607295200000000701e-01,1.681365219999999994e+00,2.149482949999999892e+00,7.071271551800175498e-03,9.552796481576653065e-02
-6.606288899999999131e-01,1.682371320000000114e+00,2.149065799999999804e+00,6.988654028817074988e-03,1.015693117088187214e-01
-6.607269500000000351e-01,1.683493530000000016e+00,2.148772649999999729e+00,6.828406126315275486e-03,9.508553070610803459e-02
-6.606762399999999147e-01,1.684489030000000165e+00,2.148716020000000171e+00,6.659060931910786886e-03,7.384971583597341183e-02
