-1.181978999999999891e+00,1.796105999999999980e+00,6.309854999999999769e-01,2.136832000883588743e-03,0.000000000000000000e+00
-1.181978999999999891e+00,1.796105999999999980e+00,6.309854999999999769e-01,2.136832000883588743e-03,3.070465389066388828e-02
-1.181704000000000088e+00,1.795949999999999935e+00,6.308352999999999877e-01,2.061244488167295920e-03,4.910338778718566916e-02
-1.181750999999999996e+00,1.795755999999999908e+00,6.303117999999999777e-01,1.614457955476122615e-03,1.569470511955278758e-02
-1.181845999999999952e+00,1.795793999999999890e+00,6.301744999999999708e-01,1.452699900185916481e-03,0.000000000000000000e+00
-1.181845999999999952e+00,1.795793999999999890e+00,6.301744999999999708e-01,1.452699900185916481e-03,7.259502050452763811e-02
-1.182242999999999933e+00,1.796184999999999921e+00,6.295625999999999722e-01,7.054268282395149406e-04,3.116569868177036101e-02
-1.182223000000000024e+00,1.796375000000000055e+00,6.292999999999999705e-01,4.304477320186842555e-04,0.000000000000000000e+00
-1.182223000000000024e+00,1.796375000000000055e+00,6.292999999999999705e-01,4.304477320186842555e-04,1.321326565914237097e-02
-1.182142999999999944e+00,1.796281000000000017e+00,6.292389999999999928e-01,3.750509965325135001e-04,2.884931861575700668e-02
-1.182077000000000044e+00,1.796180000000000110e+00,6.289483000000000157e-01,2.109872981957665458e-04,0.000000000000000000e+00
-1.182077000000000044e+00,1.796180000000000110e+00,6.289483000000000157e-01,2.109872981957665458e-04,1.787349136550443404e-02
-1.181894000000000000e+00,1.796143999999999963e+00,6.288658000000000303e-01,3.634967537681296095e-04,3.596361214053639399e-02
-1.181564000000000059e+00,1.796110000000000095e+00,6.286562999999999457e-01,7.131391449077732845e-04,0.000000000000000000e+00
-1.181564000000000059e+00,1.796110000000000095e+00,6.286562999999999457e-01,7.131391449077732845e-04,4.177503496156634993e-02
-1.181097000000000063e+00,1.796160999999999897e+00,6.288202000000000513e-01,1.124549816593164043e-03,3.232677485854679872e-02
-1.180781000000000081e+00,1.796267000000000058e+00,6.288666000000000533e-01,1.428273016618164179e-03,0.000000000000000000e+00
