-1.452387000000000095e+00,1.823979000000000017e+00,8.344317999999999458e-01,2.311391072492957263e-03,5.825554613563623668e-02
-1.452936999999999923e+00,1.824192999999999953e+00,8.342897000000000229e-01,2.469747080168315564e-03,2.411700315795639940e-02
-1.453206999999999915e+00,1.824264000000000108e+00,8.342232000000000536e-01,2.564658903246301580e-03,0.000000000000000000e+00
-1.453206999999999915e+00,1.824264000000000108e+00,8.342232000000000536e-01,2.564658903246301580e-03,1.572607975318552134e-02
-1.453367000000000075e+00,1.824297000000000057e+00,8.342104000000000186e-01,2.613840280124336141e-03,2.330990633182669983e-02
-1.453124000000000082e+00,1.824384999999999923e+00,8.342732000000000481e-01,2.647286023458688981e-03,0.000000000000000000e+00
-1.453124000000000082e+00,1.824384999999999923e+00,8.342732000000000481e-01,2.647286023458688981e-03,1.062654115454224855e-02
-1.453227999999999964e+00,1.824386999999999981e+00,8.342220000000000191e-01,2.675968656393427382e-03,7.080151877578989318e-03
-1.453232999999999997e+00,1.824438999999999922e+00,8.342789000000000454e-01,2.698660512180016575e-03,2.749690022775375109e-02
-1.453440999999999983e+00,1.824432999999999971e+00,8.345137000000000249e-01,2.625946732133004058e-03,4.833694669986677434e-02
-1.453950000000000076e+00,1.824395999999999907e+00,8.346466000000000163e-01,2.673200742555615229e-03,0.000000000000000000e+00
-1.453950000000000076e+00,1.824395999999999907e+00,8.346466000000000163e-01,2.673200742555615229e-03,3.459291088292556354e-02
-1.454156999999999922e+00,1.824230999999999936e+00,8.349155999999999800e-01,2.517792334566212875e-03,1.097385949047489408e-02
-1.454069000000000056e+00,1.824203000000000019e+00,8.349917999999999507e-01,2.465231974886025225e-03,0.000000000000000000e+00
-1.454069000000000056e+00,1.824203000000000019e+00,8.349917999999999507e-01,2.465231974886025225e-03,1.091759980283770783e-02
-1.453970999999999902e+00,1.824265000000000025e+00,8.349645999999999457e-01,2.487960170501167002e-03,1.685762912720711534e-02
-1.454113999999999907e+00,1.824227999999999961e+00,8.350878000000000467e-01,2.492246835688594325e-03,0.000000000000000000e+00
-1.454113999999999907e+00,1.824227999999999961e+00,8.350878000000000467e-01,2.492246835688594325e-03,5.620374596397645708e-03
-1.454172999999999938e+00,1.824243999999999977e+00,8.350830000000000197e-01,2.520392556726141521e-03,2.539462085295420696e-02
