-1.262057999999999902e+00,1.630177999999999905e+00,1.079496999999999929e+00
-1.262169000000000096e+00,1.632231999999999905e+00,1.079995999999999956e+00
-1.262315000000000076e+00,1.634284999999999988e+00,1.080489999999999950e+00
-1.262496999999999980e+00,1.636336000000000013e+00,1.080975999999999937e+00
-1.262712999999999974e+00,1.638385999999999898e+00,1.081456999999999891e+00
-1.262964999999999893e+00,1.640433000000000030e+00,1.081930999999999976e+00
-1.263252000000000042e+00,1.642478000000000105e+00,1.082398999999999889e+00
-1.263573999999999975e+00,1.644517999999999924e+00,1.082861000000000073e+00
-1.263930999999999916e+00,1.646554000000000073e+00,1.083315999999999946e+00
-1.264323000000000086e+00,1.648584999999999967e+00,1.083765000000000089e+00
-1.264750000000000041e+00,1.650609999999999911e+00,1.084206999999999921e+00
-1.265212000000000003e+00,1.652628999999999904e+00,1.084643000000000024e+00
-1.265708000000000055e+00,1.654641000000000028e+00,1.085072999999999954e+00
-1.266237999999999975e+00,1.656646000000000063e+00,1.085496999999999934e+00
-1.266802999999999901e+00,1.658641999999999950e+00,1.085914999999999964e+00
-1.267401999999999918e+00,1.660630000000000051e+00,1.086325999999999903e+00
-1.268035999999999941e+00,1.662608000000000086e+00,1.086730999999999892e+00
-1.268702999999999914e+00,1.664576999999999973e+00,1.087129999999999930e+00
-1.269403999999999977e+00,1.666535000000000100e+00,1.087523000000000017e+00
-1.270137999999999989e+00,1.668482000000000021e+00,1.087909999999999933e+00
-1.270904999999999951e+00,1.670417000000000041e+00,1.088290999999999897e+00
-1.271706000000000003e+00,1.672339999999999938e+00,1.088665999999999912e+00
-1.272540000000000004e+00,1.674250000000000016e+00,1.089034999999999975e+00
-1.273406000000000038e+00,1.676147000000000054e+00,1.089398000000000089e+00
-1.274305000000000021e+00,1.678028999999999993e+00,1.089755000000000029e+00
-1.275236000000000036e+00,1.679896999999999974e+00,1.090106000000000019e+00
-1.276199000000000083e+00,1.681750000000000078e+00,1.090451999999999977e+00
-1.277193999999999940e+00,1.683586999999999945e+00,1.090791999999999984e+00
-1.278219999999999912e+00,1.685408000000000017e+00,1.091126000000000040e+00
-1.279276999999999997e+00,1.687211999999999934e+00,1.091453999999999924e+00
-1.280364999999999975e+00,1.688997999999999999e+00,1.091776999999999997e+00
-1.281484000000000067e+00,1.690766999999999909e+00,1.092095000000000038e+00
-1.282631999999999994e+00,1.692517000000000049e+00,1.092406999999999906e+00
-1.283811000000000035e+00,1.694247999999999976e+00,1.092713000000000045e+00
-1.285018999999999911e+00,1.695958999999999994e+00,1.093015000000000070e+00
-1.286256999999999984e+00,1.697651000000000021e+00,1.093310999999999922e+00
-1.287522999999999973e+00,1.699321999999999999e+00,1.093601000000000045e+00
-1.288818000000000019e+00,1.700971000000000011e+00,1.093887000000000054e+00
-1.290140999999999982e+00,1.702598999999999974e+00,1.094168000000000029e+00
-1.291490999999999945e+00,1.704204999999999970e+00,1.094443000000000055e+00
-1.292869000000000046e+00,1.705789000000000000e+00,1.094713999999999965e+00
-1.294273999999999925e+00,1.707349000000000006e+00,1.094980000000000064e+00
-1.295706000000000024e+00,1.708885999999999905e+00,1.095239999999999991e+00
-1.297163999999999984e+00,1.710399000000000003e+00,1.095496999999999943e+00
-1.298648000000000025e+00,1.711886999999999937e+00,1.095747999999999944e+00
-1.300156000000000089e+00,1.713351000000000068e+00,1.095995000000000053e+00
-1.301690000000000014e+00,1.714788999999999897e+00,1.096238000000000046e+00
-1.303249000000000102e+00,1.716201000000000088e+00,1.096476000000000006e+00
-1.304831000000000074e+00,1.717586999999999975e+00,1.096710000000000074e+00
-1.306437000000000070e+00,1.718946000000000085e+00,1.096939000000000108e+00
-1.308065999999999951e+00,1.720278999999999892e+00,1.097164999999999946e+00
-1.309717999999999938e+00,1.721583000000000085e+00,1.097385999999999973e+00
-1.311390999999999973e+00,1.722860000000000058e+00,1.097603000000000106e+00
-1.313086999999999893e+00,1.724108999999999892e+00,1.097817000000000043e+00
-1.314804000000000084e+00,1.725328999999999890e+00,1.098027000000000086e+00
-1.316540999999999961e+00,1.726520000000000055e+00,1.098232000000000097e+00
-1.318299000000000110e+00,1.727681999999999940e+00,1.098435000000000050e+00
-1.320076000000000027e+00,1.728814000000000073e+00,1.098632999999999971e+00
-1.321873000000000076e+00,1.729915000000000092e+00,1.098829000000000056e+00
-1.323687999999999976e+00,1.730987000000000053e+00,1.099020000000000108e+00
-1.325520999999999949e+00,1.732027999999999901e+00,1.099209000000000103e+00
-1.327371999999999996e+00,1.733036999999999939e+00,1.099394999999999900e+00
-1.329239999999999977e+00,1.734015000000000084e+00,1.099577000000000027e+00
-1.331123999999999974e+00,1.734961999999999893e+00,1.099757000000000096e+00
-1.333024999999999904e+00,1.735876999999999892e+00,1.099933000000000050e+00
-1.334940999999999933e+00,1.736758999999999942e+00,1.100106999999999946e+00
-1.336872000000000060e+00,1.737608999999999959e+00,1.100278000000000089e+00
-1.338816999999999924e+00,1.738426000000000027e+00,1.100446999999999953e+00
-1.340775000000000050e+00,1.739209999999999923e+00,1.100613000000000063e+00
-1.342746999999999913e+00,1.739961000000000091e+00,1.100776999999999894e+00
-1.344732000000000038e+00,1.740679000000000087e+00,1.100937999999999972e+00
-1.346729000000000065e+00,1.741362999999999994e+00,1.101097999999999910e+00
-1.348737000000000075e+00,1.742013000000000034e+00,1.101255000000000095e+00
-1.350756000000000068e+00,1.742628000000000066e+00,1.101410999999999918e+00
-1.352784999999999904e+00,1.743209999999999926e+00,1.101563999999999988e+00
-1.354824000000000028e+00,1.743757000000000001e+00,1.101715999999999918e+00
-1.356872000000000078e+00,1.744269000000000069e+00,1.101866000000000012e+00
-1.358927999999999914e+00,1.744747000000000048e+00,1.102014999999999967e+00
-1.360992999999999897e+00,1.745190000000000019e+00,1.102162000000000086e+00
-1.363064999999999971e+00,1.745597000000000065e+00,1.102308000000000066e+00
-1.365142999999999995e+00,1.745970000000000022e+00,1.102452999999999905e+00
-1.367228000000000110e+00,1.746307000000000054e+00,1.102597000000000049e+00
-1.369318000000000035e+00,1.746609000000000078e+00,1.102740000000000054e+00
-1.371412000000000075e+00,1.746874999999999956e+00,1.102881999999999918e+00
-1.373512000000000066e+00,1.747106000000000048e+00,1.103023000000000087e+00
-1.375613999999999892e+00,1.747300999999999993e+00,1.103164000000000033e+00
-1.377720000000000056e+00,1.747460000000000013e+00,1.103304000000000062e+00
-1.379828000000000054e+00,1.747584000000000026e+00,1.103444000000000091e+00
-1.381939000000000028e+00,1.747670999999999975e+00,1.103582999999999981e+00
-1.384050000000000002e+00,1.747724000000000055e+00,1.103722000000000092e+00
-1.386161999999999894e+00,1.747740000000000071e+00,1.103860999999999981e+00
-1.388273000000000090e+00,1.747719999999999940e+00,1.104000000000000092e+00
-1.390384999999999982e+00,1.747664000000000106e+00,1.104139999999999899e+00
-1.392495000000000038e+00,1.747573000000000043e+00,1.104279000000000011e+00
-1.394603000000000037e+00,1.747446000000000055e+00,1.104419000000000040e+00
-1.396708000000000061e+00,1.747282999999999920e+00,1.104559999999999986e+00
-1.398811000000000027e+00,1.747084999999999999e+00,1.104700999999999933e+00
-1.400908999999999960e+00,1.746850000000000014e+00,1.104843000000000020e+00
-1.403003999999999918e+00,1.746580999999999939e+00,1.104985000000000106e+00
-1.405092999999999925e+00,1.746275999999999939e+00,1.105129000000000028e+00
-1.407176999999999900e+00,1.745935000000000015e+00,1.105272999999999950e+00
-1.409254999999999924e+00,1.745559000000000083e+00,1.105418999999999929e+00
-1.411326000000000080e+00,1.745147999999999922e+00,1.105566000000000049e+00
-1.413389000000000006e+00,1.744701999999999975e+00,1.105714000000000086e+00
-1.415445000000000064e+00,1.744221000000000021e+00,1.105863999999999958e+00
-1.417491999999999974e+00,1.743705000000000060e+00,1.106014999999999970e+00
-1.419529999999999959e+00,1.743155000000000010e+00,1.106168000000000040e+00
-1.421558000000000099e+00,1.742569999999999952e+00,1.106322999999999945e+00
-1.423575999999999953e+00,1.741951000000000027e+00,1.106479999999999908e+00
-1.425583000000000045e+00,1.741298000000000012e+00,1.106638999999999928e+00
-1.427578000000000014e+00,1.740610999999999908e+00,1.106799000000000088e+00
-1.429561999999999999e+00,1.739889999999999937e+00,1.106962999999999919e+00
-1.431532999999999944e+00,1.739136000000000015e+00,1.107127999999999890e+00
-1.433489999999999931e+00,1.738348000000000004e+00,1.107296000000000058e+00
-1.435434000000000099e+00,1.737527999999999961e+00,1.107466000000000061e+00
-1.437362999999999946e+00,1.736674999999999969e+00,1.107639000000000040e+00
-1.439276999999999918e+00,1.735789999999999944e+00,1.107814999999999994e+00
-1.441176000000000013e+00,1.734871999999999970e+00,1.107993999999999923e+00
-1.443059000000000092e+00,1.733921999999999963e+00,1.108174999999999910e+00
-1.444925000000000015e+00,1.732941000000000065e+00,1.108360000000000012e+00
-1.446774000000000004e+00,1.731927999999999912e+00,1.108546999999999949e+00
-1.448604999999999920e+00,1.730885000000000007e+00,1.108738000000000001e+00
-1.450417999999999985e+00,1.729810999999999988e+00,1.108932000000000029e+00
-1.452212999999999976e+00,1.728706000000000076e+00,1.109129999999999949e+00
-1.453988000000000058e+00,1.727570999999999968e+00,1.109331000000000067e+00
-1.455743999999999927e+00,1.726407000000000025e+00,1.109536000000000078e+00
-1.457478999999999969e+00,1.725213000000000108e+00,1.109744999999999981e+00
-1.459194000000000102e+00,1.723991000000000051e+00,1.109957000000000082e+00
-1.460887000000000047e+00,1.722739000000000020e+00,1.110173000000000076e+00
-1.462558999999999942e+00,1.721459999999999990e+00,1.110392999999999963e+00
-1.464207999999999954e+00,1.720151999999999903e+00,1.110616999999999965e+00
-1.465834000000000081e+00,1.718817999999999957e+00,1.110845000000000082e+00
-1.467438000000000020e+00,1.717456000000000094e+00,1.111078000000000010e+00
-1.469017999999999935e+00,1.716067999999999927e+00,1.111315000000000053e+00
-1.470574000000000048e+00,1.714652999999999983e+00,1.111555999999999989e+00
-1.472104999999999997e+00,1.713213000000000097e+00,1.111801999999999957e+00
-1.473611000000000004e+00,1.711746999999999908e+00,1.112052000000000040e+00
-1.475092000000000070e+00,1.710256999999999916e+00,1.112306000000000017e+00
-1.476547000000000054e+00,1.708741999999999983e+00,1.112565999999999944e+00
-1.477975999999999956e+00,1.707203000000000026e+00,1.112829999999999986e+00
-1.479378000000000082e+00,1.705640999999999963e+00,1.113099000000000061e+00
-1.480753999999999904e+00,1.704055000000000097e+00,1.113372999999999946e+00
-1.482100999999999891e+00,1.702447999999999961e+00,1.113652000000000086e+00
-1.483421000000000101e+00,1.700817999999999941e+00,1.113936000000000037e+00
-1.484712999999999949e+00,1.699165999999999954e+00,1.114225999999999939e+00
-1.485975999999999964e+00,1.697494000000000058e+00,1.114519999999999955e+00
-1.487211000000000061e+00,1.695800999999999892e+00,1.114819999999999922e+00
-1.488415999999999961e+00,1.694088000000000038e+00,1.115124999999999922e+00
-1.489591000000000109e+00,1.692355000000000054e+00,1.115434999999999954e+00
-1.490736999999999979e+00,1.690603999999999996e+00,1.115750999999999937e+00
-1.491851999999999956e+00,1.688833999999999946e+00,1.116071999999999953e+00
